,prev,curr,type,n
7680,Marcia_(mistress_of_Commodus),Caenis,link,20
7681,Maximón,San_Andrés_Itzapa,link,20
7682,Mayu_Iwatani,Giulia_(wrestler),link,20
7683,Misal_pav,List_of_Indian_dishes,link,20
7684,Moritz_Fürste,Kalinga_Lancers,link,20
7685,Moyal_bracket,José_Enrique_Moyal,link,20
7686,My_Hero_Academia:_Heroes_Rising,Bones_(studio),link,20
7687,My_Hero_Academia:_You're_Next,List_of_My_Hero_Academia_episodes,link,20
7688,My_Tears_Ricochet,The_Eras_Tour,link,20
7689,New_Heights,Super_Bowl_LVII,link,20
7690,Nicholas_Tucci,Pose_(TV_series),link,20
7691,Nikola_Šarčević,Lock-Sport-Krock,link,20
7692,No_Doubt,Fishbone,link,20
7693,No_One_Killed_Jessica,Aarti_Bajaj,link,20
7694,Now_That's_What_I_Call_Music!_19_(American_series),Hollaback_Girl,link,20
7695,Organization_of_American_States,Latin_American_Economic_System,link,20
7696,Overloon,Overloon_War_Museum,link,20
7697,Padma_Oil_Company,Burmah_Oil,link,20
7698,Poland–United_Kingdom_relations,"Embassy_of_the_United_Kingdom,_Warsaw",link,20
7699,Political_parties_in_the_United_States,Great_Society,link,20
7700,Politics_of_Illinois,Government_of_Illinois,link,20
7701,Pop-Tarts_Bowl,Pop-Tarts,link,20
7702,Quantum_metrology,NOON_state,link,20
7703,Ranajoy_Bhattacharjee,Sweater_(film),link,20
7704,Ranji_Trophy,1936–37_Ranji_Trophy,link,20
7705,Riviera_Country_Club,Cenchrus_clandestinus,link,20
7706,Robert_F._Wagner,National_Labor_Relations_Act_of_1935,link,20
7707,Russians_in_Sweden,Dominika_Peczynski,link,20
7708,Scottish_Liberal_Democrats,Angus_MacDonald_(Liberal_Democrat_politician),link,20
7709,Servir_y_proteger,Luisa_Martín,link,20
7710,Sisu_(film),Nazi_Germany,link,20
7711,Socii,Foedus_Cassianum,link,20
7712,Southern_United_States,Pinus_taeda,link,20
7713,Spooks_(TV_series),Main_Page,other,20
7714,Stanisław_Szukalski,Polish_Museum_of_America,link,20
7715,Sushil_Chandra,Anup_Chandra_Pandey,link,20
7716,Tatort,Ulrich_Tukur,link,20
7717,Tatsunoko_Production,Yatterman_Night,link,20
7718,Temple_Mount,David_Lau,link,20
7719,Terminal_ballistics,Hydrostatic_shock,link,20
7720,The_Blue_Meanie,St._Valentine's_Day_Massacre:_In_Your_House,link,20
7721,The_Cakemaker,Ofir_Raul_Graizer,link,20
7722,The_Doctor_(Star_Trek:_Voyager),Santiago_Cabrera,link,20
7723,The_Man_on_the_Train_(2002_film),Patrice_Leconte,link,20
7724,Tim_Bresnan,Azeem_Rafiq,link,20
7725,Treehouse_of_Horror,"It's_the_Great_Pumpkin,_Charlie_Brown",link,20
7726,USS_Triton_(SSRN-586),"Richland,_Washington",link,20
7727,Ulithi,USS_Emory_S._Land,link,20
7728,Unfriendly_countries_list,Mikhail_Mishustin,link,20
7729,Unifi_TV,Celestial_Movies,link,20
7730,Veronica_Cartwright,One_Man's_Way,link,20
7731,Victoria_Vetri,Lucas_Tanner,link,20
7732,Viral_pneumonia,Pulse_oximetry,link,20
7733,Virginia_Slims_Circuit,WTA_Tour,link,20
7734,Visa_policy_of_Vatican_City,Tourism_in_Vatican_City,link,20
7735,Vyšehrad,Prague,link,20
7736,Warp_Records,Chris_Morris_(satirist),link,20
7737,West_African_cuisine,Tapalapa_(bread),link,20
7738,Woodstock_'99,Flipp,link,20
7739,Your_Town,"Whatever_You_Say,_Say_Nothing",link,20
7740,other-empty,1983_Louisiana_gubernatorial_election,external,20
7741,other-empty,86th_Infantry_Regiment_(United_States),external,20
7742,other-empty,ATC_code_H,external,20
7743,other-empty,"Añal,_New_Mexico",external,20
7744,other-empty,Ball_Badminton_Federation_of_India,external,20
7745,other-empty,Bay_Cities_FC,external,20
7746,other-empty,Business_process_orientation,external,20
7747,other-empty,Cape_Breton_Regional_Hospital,external,20
7748,other-empty,Chen_Guangbiao,external,20
7749,other-empty,Comparison_of_Firefox_OS_devices,external,20
7750,other-empty,Electronic_beam_curing,external,20
7751,other-empty,"European_10,000m_Cup",external,20
7752,other-empty,GWR_439_Class,external,20
7753,other-empty,Irshad_Hussain,external,20
7754,other-empty,Larus_and_Brother_Company,external,20
7755,other-empty,Liberals_of_Serbia,external,20
7756,other-empty,Mike_Dibb,external,20
7757,other-empty,Norton_Goldfield,external,20
7758,other-empty,Pexacerfont,external,20
7759,other-empty,Uladzimir_Nyaklyayew,external,20
7760,other-empty,Unitarian_Universalist_Religious_Society_of_Spain,external,20
7761,other-external,Fantasy_flight,external,20
7762,other-external,The_Spectre_(song),external,20
7763,other-internal,Court_costs,external,20
7764,other-internal,Danube-Auen_National_Park,external,20
7765,other-internal,"Elizabeth_Waldegrave,_Countess_Waldegrave",external,20
7766,other-internal,Gero_Miesenböck,external,20
7767,other-internal,Gharana_(1961_film),external,20
7768,other-internal,Menshevik-Internationalists,external,20
7769,other-internal,Mike_Jorgensen,external,20
7770,other-internal,Paul_Schlack,external,20
7771,other-internal,"Sir_William_Gooch,_1st_Baronet",external,20
7772,other-internal,The_Minion,external,20
7773,other-internal,Trampling,external,20
7774,other-internal,Weather_Channel_(New_Zealand),external,20
7775,other-other,Michael_Bloomberg_2020_presidential_campaign,external,20
7776,other-other,Milk_round,external,20
7777,other-other,The_Pacemaker,external,20
7778,other-search,2022–2023_University_of_Sheffield_protests,external,20
7779,other-search,Abdul_Lutif,external,20
7780,other-search,Christoffel_van_den_Berghe,external,20
7781,other-search,Gryllotalpa_brachyptera,external,20
7782,other-search,Il_Duce_Canadese,external,20
7783,other-search,Loaves_and_Fishes,external,20
7784,other-search,Misanthropic_(album),external,20
7785,other-search,November_2020_North_American_storm_complex,external,20
7786,other-search,Pachgaon,external,20
7787,other-search,Pancake_sentence,external,20
7788,other-search,"Pleasant_Ridge_Plantation,_Maine",external,20
7789,other-search,Rune_Lindblad,external,20
7790,other-search,Susan_von_der_Lippe,external,20
7791,other-search,"Álvaro_Núñez_(footballer,_born_2000)",external,20
7792,1924_Indiana_Hoosiers_football_team,1923_Indiana_Hoosiers_football_team,link,19
7793,1966_FIFA_World_Cup_squads,Benő_Káposzta,link,19
7794,1991_Buffalo_Bills_season,Steve_Tasker,link,19
7795,2000_San_Francisco_49ers_season,Julian_Peterson,link,19
7796,2007_Texas_A&M_Aggies_football_team,Gary_Darnell,link,19
7797,2012–13_FC_Anzhi_Makhachkala_season,Yuri_Zhirkov,link,19
7798,2019_US_Open_–_Men's_singles,Stan_Wawrinka,link,19
7799,2024–25_FA_Cup_qualifying_rounds,FA_Trophy,other,19
7800,Aachen,Montebourg,link,19
7801,Adam_Vinatieri,2006_NFL_season,link,19
7802,Adrián_González,Baja_California,link,19
7803,Age_to_Age,Myrrh_Records,link,19
7804,Alien_Resurrection,Alien:_Isolation,link,19
7805,All_Wound_Up...,Keep_Away_(song),link,19
7806,Amanda_Nunes,Judo,link,19
7807,And_the_Land_Lay_Still,James_Robertson_(novelist),link,19
7808,Antipope_Innocent_III,Antipope_Nicholas_V,link,19
7809,Anápolis_Air_Force_Base,Saab_JAS_39_Gripen,link,19
7810,Apollo_4,S-IC,link,19
7811,Arikara,Great_Sioux_War_of_1876,link,19
7812,Associate_Justice_of_the_Supreme_Court_of_the_United_States,Gabriel_Duvall,link,19
7813,Auto-B-Good,Tatra_80,link,19
7814,BT_postcode_area,B_postcode_area,link,19
7815,Bailey_Smith,Instagram,link,19
7816,Balarama_Dasa,Lakshmi_Purana,link,19
7817,Balkan_Mountains,Central_Balkan_National_Park,link,19
7818,Beck_discography,Blue_Moon_(Beck_song),link,19
7819,Bell_Gardens_High_School,Hector_Jiménez_(soccer),link,19
7820,Big_Ben,Blackout_(wartime),link,19
7821,Bill_Russell,Alley-oop,link,19
7822,Bird_Global,Scooter-sharing_system,link,19
7823,Bratislava,"Dúbravka,_Bratislava",link,19
7824,Bruce,Bruce_Willis,link,19
7825,Brčko_District,People_and_Justice,link,19
7826,Castle_of_Rocca_Calascio,Fortification,link,19
7827,Centereach_High_School,Christopher_Hahn,link,19
7828,Charles_S._Howard,Triple_Crown_of_Thoroughbred_Racing,link,19
7829,Christopher_Vogler,The_Hero_with_a_Thousand_Faces,link,19
7830,Clostridium_acetobutylicum,Chaim_Weizmann,link,19
7831,Cobalt_RaQ,Cobalt_Networks,link,19
7832,Colin_Powell,Paul_Wolfowitz,link,19
7833,Colonial_Pipeline,Caisse_de_dépôt_et_placement_du_Québec,link,19
7834,Comparison_of_United_Kingdom_and_United_States_military_ranks,Lieutenant-general_(United_Kingdom),link,19
7835,Crawlspace_(disambiguation),Crawlspace_(2013_film),link,19
7836,Criticism_of_Protestantism,Black_legend,link,19
7837,Cytokine,Narcolepsy,link,19
7838,Dad's_Army_missing_episodes,Kevin_Eldon,link,19
7839,Dapo_Mebude,Kai_Kennedy,other,19
7840,Dermabrasion,Carbon-dioxide_laser,link,19
7841,Devo_discography,The_Men_Who_Make_the_Music,link,19
7842,Diane_Baker,The_Ghost_of_Sierra_de_Cobre,link,19
7843,Dick_Bush,Sorcerer_(film),link,19
7844,Director_General_of_the_European_Union_Military_Staff,European_Union_Military_Staff,link,19
7845,Donna_Summer,Harold_Faltermeyer,link,19
7846,Elminster_–_The_Making_of_a_Mage,Ed_Greenwood,link,19
7847,Emun_Elliott,Prometheus_(2012_film),link,19
7848,Enrico_Piaggio,Rolling_stock,link,19
7849,European_Union–United_States_relations,Poland–United_States_relations,link,19
7850,Finland_in_the_Eurovision_Song_Contest_2024,Nublu_(musician),link,19
7851,Flag_of_Orkney,Stromness,link,19
7852,Francisco_Carreón,Sergio_Osmeña,link,19
7853,Frasier_season_11,Hilary_Duff,link,19
7854,Freedom_Williams,Augusta_Groove,link,19
7855,Gavin_Rossdale,2010_US_Open_(tennis),link,19
7856,Genius_Cru,Boom_Selection,link,19
7857,Gerald_Boland,Harry_Boland_(basketball),link,19
7858,Gregory_Scott_Cummins,"Orinda,_California",link,19
7859,Hamad_International_Airport,Phnom_Penh_International_Airport,link,19
7860,Hamamelidaceae,Rhodoleia,link,19
7861,Harbinger_Capital,Harbert_Management_Corporation,link,19
7862,Heidi_Klum,Malcolm_in_the_Middle,link,19
7863,Hill_303_massacre,List_of_massacres_in_South_Korea,link,19
7864,IPad_(8th_generation),Apple_keyboards,link,19
7865,Iron_ore,Brumadinho_dam_disaster,link,19
7866,Ivan_Beavis,Doreen_Keogh,link,19
7867,Jack_Daniel's,The_Dirt,link,19
7868,Jalen_Reagor,2022_Minnesota_Vikings_season,link,19
7869,Jeff_Corey,Seconds_(1966_film),link,19
7870,Jericho,Palestinian_National_Security_Forces,link,19
7871,John_Kosh,A_New_World_Record,link,19
7872,John_Piper_(artist),Luke_Piper,link,19
7873,Jonathan_Gullis,James_O'Brien_(broadcaster),link,19
7874,Junctional_rhythm,Junctional_escape_beat,link,19
7875,Justin_Bieber,Soulja_Boy,link,19
7876,Kamloops,Tkʼemlúps_te_Secwépemc,link,19
7877,Kangura,Hutu_Ten_Commandments,link,19
7878,Keith_Chapman,HOT_Animation,link,19
7879,Ken_Harvey_(American_football),Arizona_Cardinals,link,19
7880,Korahites,Samuel,link,19
7881,LGBT+_Labour,Nia_Griffith,link,19
7882,Lacertidae,Pedioplanis,link,19
7883,Lady_Bird_Johnson,Lady_Bird_(film),other,19
7884,Language_education,Language_school,link,19
7885,"Las_Cruces,_New_Mexico",Richard_Artschwager,link,19
7886,Lee_Bong-chang,Baek_Jeong-gi,link,19
7887,List_of_Chinese_leaders,Yan_Huiqing,link,19
7888,List_of_Doctors_characters_introduced_in_2024,Luca_McIntyre,link,19
7889,List_of_German_flags,House_of_Hohenzollern,link,19
7890,List_of_Hogan's_Heroes_characters,Clasp_to_the_Iron_Cross,link,19
7891,List_of_Knight's_Cross_of_the_Iron_Cross_recipients_(D),List_of_Knight's_Cross_of_the_Iron_Cross_recipients_(E),link,19
7892,List_of_Medal_of_Honor_recipients_for_World_War_II,Luther_Skaggs_Jr.,link,19
7893,List_of_Punjabi_tribes,Heri_(caste),link,19
7894,List_of_UK_caving_fatalities,Upper_Flood_Swallet,link,19
7895,List_of_Warehouse_13_characters,Roger_Rees,link,19
7896,List_of_equipment_of_the_Turkish_Land_Forces,Shotgun,link,19
7897,List_of_music_venues,Hollywood_Pantages_Theatre,link,19
7898,List_of_narrative_techniques,Author_surrogate,link,19
7899,List_of_stars_on_the_Hollywood_Walk_of_Fame,Paul_McCartney,link,19
7900,Main_Page,C.F._Estrela_da_Amadora,other,19
7901,Main_Page,Lidzava_Church,other,19
7902,Makran_IFV,WPB_Anders,link,19
7903,Mandatory_Palestine,San_Remo_conference,link,19
7904,MasterChef_(British_TV_series),Martin_Hancock,link,19
7905,Media_proprietor,Assis_Chateaubriand,link,19
7906,Menas_of_Ethiopia,Dawit_II,link,19
7907,Michael_Biehn_filmography,Hawaii_(TV_series),link,19
7908,Michael_Crichton,George_Segal,link,19
7909,Michael_S._Schmidt,Pulitzer_Prize,link,19
7910,Milky_Way,Enlil,link,19
7911,Mobius_(album),Eastern_Rebellion,link,19
7912,Mohammad-Baqer_Majlesi,Essence_of_Life_(book),link,19
7913,"Monmouth_County,_New_Jersey","Belmar,_New_Jersey",link,19
7914,Nam_tok_mu,Larb,link,19
7915,Nandigama,NTR_district,link,19
7916,Nankana_(film),Gurdas_Maan,link,19
7917,Oldest_town_in_Britain,Paleolithic,link,19
7918,Orlando_Hernández,Javier_Vázquez_(baseball),link,19
7919,Osem_(company),Tel_Aviv_Stock_Exchange,link,19
7920,Papal_name,Pope_Marinus_II,link,19
7921,Peter_the_Great_St._Petersburg_Polytechnic_University,Abram_Ioffe,link,19
7922,Pierce_Brosnan,Halle_Berry,link,19
7923,Princess_Patricia's_Canadian_Light_Infantry,Battalion,link,19
7924,RAND_Corporation,Norman_Shapiro,link,19
7925,Rainbow_(1996_film),Dan_Aykroyd,link,19
7926,Resort_town,"Myrtle_Beach,_South_Carolina",link,19
7927,Return_of_Saturn,Tony_Kanal,link,19
7928,Richard_Rodgers,The_Sound_of_Music_(film),link,19
7929,Ritu_Jaiswal,Sheohar_Lok_Sabha_constituency,link,19
7930,Roads_in_Iceland,Highlands_of_Iceland,link,19
7931,Robert_Guiscard,Demetrius_Zvonimir,link,19
7932,Roscoe_Turner,Wedell-Williams_Model_44,link,19
7933,Ruscism,Christian_fascism,link,19
7934,Salami,Pick_Szeged,link,19
7935,Scania_AB,Fire_engine,link,19
7936,Semiotics_of_the_Kitchen,Julia_Child,link,19
7937,Sentient_(intelligence_analysis_system),Betty_J._Sapp,link,19
7938,Shintaro_Ishihara,2014_Japanese_general_election,link,19
7939,Siempre_Pendientes,Jalisco_New_Generation_Cartel,link,19
7940,Sign_(semiotics),Langue_and_parole,link,19
7941,"St._Marys,_Kansas",Traditionalist_Catholicism,link,19
7942,St._Pauli_Piers,Port_of_Hamburg,link,19
7943,St_Kilian's_German_School,Charley_Boorman,link,19
7944,Stanley_Cowell,Equipoise_(Stanley_Cowell_album),link,19
7945,Star_80,Deborah_Geffner,link,19
7946,Stonewall_National_Monument,LGBTQ_movements_in_the_United_States,link,19
7947,Suraj_Prakash,Braj_Bhasha,link,19
7948,Swedish_overseas_colonies,Fort_Frederiksborg,link,19
7949,TCDD_TVS2000,TCDD_UIC-X_Fleet,link,19
7950,Television_in_Belgium,ABXplore,link,19
7951,The_Bloodstained_Butterfly,Helmut_Berger,link,19
7952,The_Chariot_(band),Solid_State_Records,link,19
7953,The_Lost_Language_of_Cranes_(film),Nigel_Whitmey,link,19
7954,The_Voice_Indonesia,Anggun,link,19
7955,Theodore_Thomas_(filmmaker),Frank_Thomas_(animator),link,19
7956,Thomas_Oxley_(British_surgeon),Gutta-percha,link,19
7957,Toad_in_the_hole,Charles_Elmé_Francatelli,link,19
7958,Trade_finance,Forfaiting,link,19
7959,Trade_test_colour_films,Giuseppina,link,19
7960,Tripoli_International_Airport,Western_Libya_campaign,link,19
7961,"Ulrich_III,_Lord_of_Hanau","Ulrich_IV,_Lord_of_Hanau",link,19
7962,"Utica,_New_York","Herkimer_County,_New_York",link,19
7963,Walkin,Boom_bap,link,19
7964,Xi'an,"Kansas_City,_Missouri",link,19
7965,Yacht_rock,Eagles_(band),link,19
7966,Zivildienst,Federal_Volunteers_Service,link,19
7967,other-empty,Bloomington_Edge,external,19
7968,other-empty,Bryan_Godfrey-Faussett,external,19
7969,other-empty,Butter_on_the_Latch,external,19
7970,other-empty,"Charles_\Chuck\""_Harrison""",external,19
7971,other-empty,Cornelius_Van_Hemert_Engert,external,19
7972,other-empty,Daxing'anling_Oroqen_Airport,external,19
7973,other-empty,Eleonora_Meleti,external,19
7974,other-empty,Greek_heraldry,external,19
7975,other-empty,Hamadryas_arinome,external,19
7976,other-empty,High_Point_Central_High_School,external,19
7977,other-empty,Hoppin,external,19
7978,other-empty,How_to_Be_Found,external,19
7979,other-empty,Jamiatul_Uloom_Al-Islamia_Lalkhan_Bazar,external,19
7980,other-empty,Joaquín_Velázquez,external,19
7981,other-empty,Joy_Ogwu,external,19
7982,other-empty,LMNA-related_congenital_muscular_dystrophy,external,19
7983,other-empty,Mary_Hinton_(actress),external,19
7984,other-empty,Mary_Wright_Sewell,external,19
7985,other-empty,Mass_media_in_Malawi,external,19
7986,other-empty,Men_in_Pain,external,19
7987,other-empty,Miserden,external,19
7988,other-empty,Mr._Five_Percent,external,19
7989,other-empty,Pier_Francesco_Mazzucchelli,external,19
7990,other-empty,Questerre_Energy,external,19
7991,other-empty,Slobodan_Halilović,external,19
7992,other-empty,Sonnet_38,external,19
7993,other-empty,Varlyq,external,19
7994,other-empty,Willie_Horne,external,19
7995,other-empty,Znamenka,external,19
7996,other-external,Guy_Burgess,external,19
7997,other-external,Rocking_horse,external,19
7998,other-external,Western_European_Union,external,19
7999,other-external,Whole_lung_lavage,external,19
8000,other-internal,Amerigo_Vespucci_(disambiguation),external,19
8001,other-internal,Benjamin_Richardson_(sprinter),external,19
8002,other-internal,Mosquito_(footballer),external,19
8003,other-internal,Speedy_Duncan,external,19
8004,other-internal,Yogi_Bear's_Honey_Fried_Chicken,external,19
8005,other-internal,Yucatan_jay,external,19
8006,other-other,Ancient_Greek_comedy,external,19
8007,other-search,16th_Volksgrenadier_Division,external,19
8008,other-search,1960_Labour_Party_Shadow_Cabinet_election,external,19
8009,other-search,2009_Pishin_bombing,external,19
8010,other-search,2015_Geelong_Football_Club_season,external,19
8011,other-search,Alta_Loma_School_District,external,19
8012,other-search,"Coolana,_Queensland",external,19
8013,other-search,Eastside_High_School,external,19
8014,other-search,Epsom_Wells,external,19
8015,other-search,Jonita_Lattimore,external,19
8016,other-search,Lithuanian_Baseball_Association,external,19
8017,other-search,Omar_Er_Rafik,external,19
8018,other-search,Sarah_Kerruish,external,19
8019,other-search,Smorgasbord_(album),external,19
8020,other-search,Somebody_Needs_You,external,19
8021,other-search,Trương_Văn_Dũng,external,19
8022,École_spéciale_militaire_de_Saint-Cyr,Charles_de_Gaulle,link,19
8023,.30_carbine,FN_5.7×28mm,other,18
8024,2010_United_States_census,2010_in_the_United_States,link,18
8025,2013–14_Al_Ahly_SC_season,2012–13_Al_Ahly_SC_season,link,18
8026,2014_FIA_World_Endurance_Championship,2014_6_Hours_of_Spa-Francorchamps,link,18
8027,2021–2022_Madagascar_famine,2013_Madagascar_locust_plague,link,18
8028,2024_European_Parliament_election,The_Ecologists,link,18
8029,2024_Summer_Paralympics,Winter_Paralympic_Games,link,18
8030,2024–25_MFL_Cup,Malaysian_Football_League,link,18
8031,2024–25_Thai_League_3_Southern_Region,Songkhla_F.C.,link,18
8032,270_Park_Avenue_(2021–present),Adamson_Associates,link,18
8033,AIM-120_AMRAAM,Republic_of_Korea_Air_Force,link,18
8034,A_Date_with_Elvis,A_Date_with_Elvis_(The_Cramps_album),link,18
8035,A_Shot_in_the_Dark_(1964_film),Marcel_Achard,link,18
8036,Almin_Kulenović,Bosnia_and_Herzegovina_national_football_team,link,18
8037,Bamboo_torture,Capital_punishment,link,18
8038,Battle_of_Mogadishu_(2010–2011),Ahlu_Sunna_Waljama'a,link,18
8039,Bocharov_Ruchey,Novo-Ogaryovo,other,18
8040,Brahmanandam_filmography,Pandaga_Chesko,link,18
8041,Cave_of_the_Patriarchs,Testaments_of_the_Twelve_Patriarchs,link,18
8042,"Charles_Forte,_Baron_Forte",Travelodge,link,18
8043,Cincinnati_Reds,Mordecai_Brown,link,18
8044,Cities_designated_by_government_ordinance_of_Japan,Matsuyama,link,18
